Date,Close_MSTR,Close_BTC,MNAV
2024-06-10 00:00:00+00:00,159.99200439453125,69512.28125,155.49940837418944
2024-06-11 00:00:00+00:00,155.5489959716797,67332.03125,150.6221754735957
2024-06-12 00:00:00+00:00,160.36700439453125,68241.1875,152.6559636970932
2024-06-13 00:00:00+00:00,148.38800048828125,66756.3984375,149.33448126798336
2024-06-14 00:00:00+00:00,149.5540008544922,66011.09375,147.6672300156766
2024-06-17 00:00:00+00:00,150.7259979248047,66490.296875,148.73921040660304
2024-06-18 00:00:00+00:00,146.9429931640625,65140.74609375,145.72025685937933
2024-06-20 00:00:00+00:00,146.5399932861328,64828.65625,145.02210992490913
2024-06-21 00:00:00+00:00,148.37600708007812,64096.19921875,143.3835989600731
2024-06-24 00:00:00+00:00,137.21499633789062,60277.4140625,134.84095265604304
2024-06-25 00:00:00+00:00,149.57400512695312,61804.640625,138.25736803835503
2024-06-26 00:00:00+00:00,145.7729949951172,60811.27734375,136.03520815872918
2024-06-27 00:00:00+00:00,152.5399932861328,61604.80078125,137.81032505668455
2024-06-28 00:00:00+00:00,137.7480010986328,60320.13671875,134.93652350556178
2024-07-01 00:00:00+00:00,136.5970001220703,62851.98046875,140.60027382624185
2024-07-02 00:00:00+00:00,132.0189971923828,62029.015625,138.7592963181719
2024-07-03 00:00:00+00:00,130.20899963378906,60173.921875,134.60943998463864
2024-07-05 00:00:00+00:00,128.1719970703125,56662.375,126.75408763939053
2024-07-08 00:00:00+00:00,129.05799865722656,56705.09765625,126.84965848890928
2024-07-09 00:00:00+00:00,130.177001953125,58009.2265625,129.76700301737063
2024-07-10 00:00:00+00:00,130.57200622558594,57742.49609375,129.1703252887715
2024-07-11 00:00:00+00:00,135.8560028076172,57344.9140625,128.28093179559528
2024-07-12 00:00:00+00:00,139.67599487304688,57899.46484375,129.5214653653063
2024-07-15 00:00:00+00:00,161.1280059814453,64870.15234375,145.11493694643585
2024-07-16 00:00:00+00:00,166.42999267578125,65097.1484375,145.62272862938218
2024-07-17 00:00:00+00:00,159.0,64118.79296875,143.4341413202831
2024-07-18 00:00:00+00:00,155.51600646972656,63974.06640625,143.11038709383436
2024-07-19 00:00:00+00:00,177.85000610351562,66710.15625,149.2310372050225
2024-07-22 00:00:00+00:00,180.00900268554688,67585.25,151.18862740275392
2024-07-23 00:00:00+00:00,172.177001953125,65927.671875,147.48061475899542
2024-07-24 00:00:00+00:00,167.2689971923828,65372.1328125,146.23787039794047
2024-07-25 00:00:00+00:00,160.64700317382812,65777.2265625,147.14406765299145
2024-07-26 00:00:00+00:00,175.27099609375,67912.0625,151.91970901143426
2024-07-29 00:00:00+00:00,168.48500061035156,66819.9140625,149.47656611878108
2024-07-30 00:00:00+00:00,160.40699768066406,66201.015625,148.0920864391567
2024-07-31 00:00:00+00:00,161.44400024414062,64619.25,144.55366683256193
2024-08-01 00:00:00+00:00,151.18099975585938,65357.5,146.2051367047616
2024-08-02 00:00:00+00:00,144.7989959716797,61415.06640625,137.3858880718784
2024-08-05 00:00:00+00:00,130.89999389648438,53991.45703125,120.77922742061996
2024-08-06 00:00:00+00:00,136.92100524902344,56034.31640625,125.34911663288295
2024-08-07 00:00:00+00:00,124.68499755859375,55027.4609375,123.09677464534471
2024-08-08 00:00:00+00:00,135.99000549316406,61710.13671875,138.04596220838272
2024-08-09 00:00:00+00:00,135.3699951171875,60880.11328125,136.1891945819
2024-08-12 00:00:00+00:00,131.4600067138672,59354.515625,132.7764230730679
2024-08-13 00:00:00+00:00,135.3800048828125,60609.56640625,135.583979528625
2024-08-14 00:00:00+00:00,130.3699951171875,58737.26953125,131.3956396967576
2024-08-15 00:00:00+00:00,131.92999267578125,57560.09765625,128.7622988420833
2024-08-16 00:00:00+00:00,133.0399932861328,58894.10546875,131.7464826708984
2024-08-19 00:00:00+00:00,135.35000610351562,59493.453125,133.08722713045867
2024-08-20 00:00:00+00:00,133.69000244140625,59012.79296875,132.01198735150348
2024-08-21 00:00:00+00:00,141.4199981689453,61175.19140625,136.8492861950157
2024-08-22 00:00:00+00:00,133.80999755859375,60381.9140625,135.07471981031986
2024-08-23 00:00:00+00:00,150.00999450683594,64094.35546875,143.37947447977936
2024-08-26 00:00:00+00:00,146.89999389648438,62880.66015625,140.66443046674348
2024-08-27 00:00:00+00:00,140.00999450683594,59504.1328125,133.11111765826192
2024-08-28 00:00:00+00:00,132.08999633789062,59027.625,132.04516669827342
2024-08-29 00:00:00+00:00,132.55999755859375,59388.1796875,132.85172979165182
2024-08-30 00:00:00+00:00,132.4199981689453,59119.4765625,132.25063921867059
2024-09-03 00:00:00+00:00,122.31999969482422,57431.0234375,128.473559006603
2024-09-04 00:00:00+00:00,124.8499984741211,57971.5390625,129.68269584390836
2024-09-05 00:00:00+00:00,119.56999969482422,56160.48828125,125.63136390722288
2024-09-06 00:00:00+00:00,114.30000305175781,53948.75390625,120.68370026262974
2024-09-09 00:00:00+00:00,124.81999969482422,57019.53515625,127.55305714510946
2024-09-10 00:00:00+00:00,129.63999938964844,57648.7109375,128.9605273070493
2024-09-11 00:00:00+00:00,129.27999877929688,57343.171875,128.27703451124992
2024-09-12 00:00:00+00:00,130.77000427246094,58127.01171875,130.03048914935735
2024-09-13 00:00:00+00:00,141.47000122070312,60571.30078125,135.49837908591806
2024-09-16 00:00:00+00:00,134.52999877929688,58192.5078125,130.17700432114862
2024-09-17 00:00:00+00:00,131.27000427246094,60308.5390625,134.91057947591736
2024-09-18 00:00:00+00:00,132.6699981689453,61649.6796875,137.91071945095365
2024-09-19 00:00:00+00:00,144.66000366210938,62940.45703125,140.79819645050804
2024-09-20 00:00:00+00:00,144.77999877929688,63192.9765625,141.3630842229447
2024-09-23 00:00:00+00:00,149.97000122070312,63329.80078125,141.66916085694794
2024-09-24 00:00:00+00:00,153.8800048828125,64301.96875,143.84390668980697
2024-09-25 00:00:00+00:00,151.94000244140625,63143.14453125,141.251609657039
2024-09-26 00:00:00+00:00,165.97999572753906,65181.01953125,145.81034879121972
2024-09-27 00:00:00+00:00,176.22000122070312,65790.6640625,147.17412742462395
2024-09-30 00:00:00+00:00,168.60000610351562,63329.5,141.66848800740848
2024-10-01 00:00:00+00:00,162.69000244140625,60837.0078125,136.09276737842194
2024-10-02 00:00:00+00:00,164.63999938964844,60632.78515625,135.6359200177481
2024-10-03 00:00:00+00:00,163.41000366210938,60759.40234375,135.91916345893864
2024-10-04 00:00:00+00:00,176.50999450683594,62067.4765625,138.84533367616416
2024-10-07 00:00:00+00:00,186.08999633789062,62236.66015625,139.22379843464518
2024-10-08 00:00:00+00:00,192.1999969482422,62131.96875,138.9896031033887
2024-10-09 00:00:00+00:00,188.91000366210938,60582.1015625,135.52254050119825
2024-10-10 00:00:00+00:00,183.33999633789062,60274.5,134.8344338799855
2024-10-11 00:00:00+00:00,212.58999633789062,62445.08984375,139.69005695056558
2024-10-14 00:00:00+00:00,201.6699981689453,66046.125,147.74559514125806
2024-10-15 00:00:00+00:00,194.30999755859375,67041.109375,149.97138141775235
2024-10-16 00:00:00+00:00,194.08999633789062,67612.71875,151.25007516848638
2024-10-17 00:00:00+00:00,193.4199981689453,67399.8359375,150.77385498405985
2024-10-18 00:00:00+00:00,215.86000061035156,68418.7890625,153.05325950437305
2024-10-21 00:00:00+00:00,219.0500030517578,67367.8515625,150.70230573692996
2024-10-22 00:00:00+00:00,219.6999969482422,67361.40625,150.68788753251323
2024-10-23 00:00:00+00:00,213.9499969482422,66432.1953125,148.60923684751538
2024-10-24 00:00:00+00:00,235.88999938964844,68161.0546875,152.4767060938174
2024-10-25 00:00:00+00:00,234.33999633789062,66642.4140625,149.07949750744964
2024-10-28 00:00:00+00:00,255.33999633789062,69907.7578125,156.38409192058953
2024-10-29 00:00:00+00:00,258.239990234375,72720.4921875,162.67619632805702
